timestamp,subsystem,state_x,velocity,acceleration,control_input_u,control_input_variance,previous_state,disturbance_w,estimated_state_x_prime,actual_state_x,error_e,communication_event_triggered,bandwidth_usage,energy_consumption,RMSE_tracking,model_latency,accuracy_degradation,communication_latency,control_horizon,trajectory_tracking_error,system_matrices_variation
1,1,-0.8721085250671656,0.32181990056930143,-0.4785211457517956,0.38196546776316875,0.016385004160174854,1.7725401468851052,-0.003935970159328082,-0.8864962275541485,-0.8760444952264937,0.010451732327654728,1,0.00225994794924913,0.41180473376048454,0.29229807239027733,5.2741036060155295,1.8808371289132348,2.2524981529683674,10,0.16071780731751223,-0.09512173408023444
1,2,1.9804915954174618,-0.053914368123935796,0.2314885711385325,-0.6295367432720942,0.017722744992488382,-0.35167685761346723,0.005248574022690453,2.00373607330071,1.9857401694401522,0.017995903860557716,1,0.002177961236502591,0.4479467876839739,0.14207534537657668,5.847306931127566,1.3316196653618002,2.908257703742218,10,0.1346737523118542,-0.05334248820888441
1,3,-1.7893868656934955,-0.14603100811999026,0.4641997027252779,0.4163208239731815,0.011209241629814383,0.7739434823677911,-0.04487823276310287,-1.7777635529966715,-1.8342650984565982,0.056501545459926694,1,0.002580299466481229,0.4054059837580828,0.2053667491790203,5.594350067767274,1.397753149653824,2.6056256741039783,10,0.24816384442893424,0.02800579717049223
1,4,-1.0397331135693575,0.8045726724888751,-0.21923622190924652,-0.054075332694619505,0.02292008965655047,1.2142145286536645,-0.005716818191906281,-1.0265140120118423,-1.0454499317612638,0.018935919749421437,1,0.0025682306552147083,0.41857934109478634,0.32642731747528997,5.3628415196807175,1.591305545931728,2.239531171742226,10,0.06858502807080606,0.04983103264888003
1,5,-1.981856687418555,-0.8266238577701102,0.18199894647015236,0.554607402189834,0.09991489273214327,-1.4273345155157515,0.0076027783855956085,-1.9953880808120406,-1.9742539090329594,0.021134171779081168,1,0.0021177079049954366,0.41602572730323145,0.11313354477378024,7.915227377288721,0.5710271455941509,1.533057042256079,10,0.07582309441652717,-0.012751562811672335
1,6,0.8462300898348678,0.9521086697315517,-0.2677115388649003,-0.3294685630679699,0.03448832221927672,-1.9912335370082452,-0.0005317475095238944,0.839179872169971,0.8456983423253439,0.00651847015537288,0,0.0,0.41063038653529665,0.33439491512082853,7.177561204760285,1.715547019729083,2.814661552821551,10,0.05914904093721017,-0.08719276883133216
1,7,0.8405144700705818,0.9919676777392807,0.258775114808543,0.8231105706423107,0.0499579828316076,1.8947084161496348,-0.017264790270956613,0.8335220716641533,0.8232496797996252,0.010272391864528108,1,0.0022625197899208173,0.40289269334533023,0.21663104386185805,6.773574996628603,1.030765416020509,1.7088948376871713,10,0.10829205228473103,-0.020960249335944273
1,8,0.2759140724734075,0.7743127973201087,-0.4823833062880579,0.1779359654129813,0.07943016131213183,1.8640485188235045,-0.0025328303626828558,0.2580709201226986,0.2733812421107246,0.01531032198802601,1,0.0023979872126859048,0.3666967522639992,0.3737344461029346,5.747312151512742,0.9223686617891375,2.165242502324525,10,0.20113475340812764,0.006605052484187496
1,9,0.5179191600248565,0.3358403315684835,-0.25459304830377016,-0.8703375310323191,0.06529737334496492,-1.0145142194602688,-0.005610218652748689,0.520334002446373,0.5123089413721078,0.00802506107426515,0,0.0,0.39022826073090183,0.3548550738436007,7.534405544657551,1.88195576728871,1.3994900899491387,10,0.13533523725043944,0.028799817072156314
1,10,-1.7670229901511076,0.4472372748041662,-0.47281032478519813,0.5132047371664021,0.011596439951856698,0.7696837405298305,0.012623774919255856,-1.7776460044600557,-1.7543992152318517,0.023246789228204,1,0.002452328051746162,0.36515865277790427,0.2816876431778176,7.102403541530507,0.5371102977295177,2.522512666740073,10,0.22726835770070292,0.040013121995446654
2,1,-0.14940864473523652,0.41078039722875315,0.27770671396821445,-0.035280974286181266,0.08635892376808535,-0.8721085250671656,-0.0450298795135082,-0.1455835171737494,-0.19443852424874472,0.04885500707499532,1,0.0023923192966452387,0.43174589314020984,0.20300416938082613,6.719111268791594,1.8589089872068425,1.1047269412825704,10,0.25946434210420466,-0.012293361080346094
2,2,1.2516213903745799,-0.41188158390612184,0.05765040603006277,-0.07287143802878737,0.09919426282565007,1.9804915954174618,0.04136897603184485,1.2459607885815287,1.2929903664064246,0.04702957782489592,1,0.0023305210929368465,0.36899096058367087,0.2671448951898357,6.185749471628453,1.4914101076889694,2.223184831335125,10,0.2709467559221475,-0.03763566890410184
2,3,-0.7750923071875273,-0.3712614615889036,-0.4781082876203774,0.35351686607683663,0.015704388947937378,-1.7893868656934955,-0.028190089990233425,-0.8110344870741082,-0.8032823971777607,0.007752089896347458,0,0.0,0.3716909321318089,0.3127654571418493,5.589828547893771,0.8552023895597862,2.302646437642035,10,0.24689723686600829,-0.076952035492538
